refid,Reference,Author,Title,Abstract,Reason,Labels,Response Sets,Attachments
18641,"Mekkawy, K. L., Chaudhry, Y. P., Rao, S. S., Barry, K., Puvanesarajah, V., Amin, R. M., Khanuja, H. S..  Predictors of Hospice Discharge After Surgical Fixation of Hip Fractures. J Am Acad Orthop Surg.  2023. 31:e35-e43","Mekkawy, K. L., Chaudhry, Y. P., Rao, S. S., Barry, K., Puvanesarajah, V., Amin, R. M., Khanuja, H. S.",Predictors of Hospice Discharge After Surgical Fixation of Hip Fractures,"BACKGROUND: Each year, over 300,000 people older than 65 years are hospitalized for hip fractures. Given the notable morbidity and mortality faced by elderly patients in the postinjury period, recommendations have been put forth for integrating palliative and, when needed, hospice care to improve patients' quality of life. Our objective was to (1) understand the proportion of patients discharged to hospice after hip fracture surgery and their 30-day mortality rates and (2) identify the independent predictors of discharge to hospice. METHODS: We retrospectively queried the American College of Surgeons National Surgical Quality Improvement Program for all hip fracture surgeries between the years of 2016 and 2018. Included cases were stratified into two cohorts: cases involving a discharge to hospice and nonhospice discharge. Variables assessed included patient demographics, comorbidities, perioperative characteristics, and postoperative outcomes. Differences between hospice and nonhospice patients were compared using chi-squared analysis or the Fisher exact test for categorical variables and Student t -tests for continuous variables. A binary logistic regression model was used to assess independent predictors of hospice discharge with 30-day mortality. RESULTS: Overall, 31,531 surgically treated hip fractures were identified, of which only 281 (0.9%) involved a discharge to hospice. Patients discharged to hospice had a 67% 30-day mortality rate in comparison with 5.6% of patients not discharged to hospice ( P < 0.001). Disseminated cancer, dependent functional status, >10% weight loss over 6 months preoperatively, and preoperative cognitive deficit were the strongest predictors of hospice discharge with 30-day mortality after hip fracture surgery. CONCLUSIONS: Current hospice utilization in hip fracture patients remains low, but 30-day mortality in these patients is high. An awareness of the associations between patient characteristics and discharge to hospice with 30-day mortality is important for surgeons to consider when discussing postoperative expectations and outcomes with these patients. LEVEL OF EVIDENCE: Level III, retrospective comparative study.",[mass quarantine] duplicate of 17003,Search update 2023-11-13,,
18644,"Mima, K., Nakagawa, S., Miyata, T., Yamashita, Y. I., Baba, H..  Frailty and surgical outcomes in gastrointestinal cancer: Integration of geriatric assessment and prehabilitation into surgical practice for vulnerable patients. Annals of Gastroenterological Surgery.  2023. 7:27-41","Mima, K., Nakagawa, S., Miyata, T., Yamashita, Y. I., Baba, H.",Frailty and surgical outcomes in gastrointestinal cancer: Integration of geriatric assessment and prehabilitation into surgical practice for vulnerable patients,"As life expectancy increases, the older population continues to grow rapidly, resulting in increased requirement for surgery for older patients with gastrointestinal cancer. Older individuals represent a heterogeneous group in terms of physiological reserves, co-morbidity, cognitive impairment, and disability. Owing to the lack of treatment guidelines for vulnerable patients with gastrointestinal cancer, these patients are more likely to be at risk of undertreatment or overtreatment. Hence, the identification of frail patients with gastrointestinal cancer would improve cancer treatment outcomes. Although there is no standardized geriatric assessment tool, a growing body of research has shown associations of frailty with adverse postoperative outcomes and poor prognosis after resection of gastrointestinal tract and hepatobiliary-pancreatic cancers. Emerging evidence suggests that prehabilitation, which includes exercise and nutritional support, can improve preoperative functional capacity, postoperative recovery, and surgical outcomes, particularly in frail patients with gastrointestinal cancer. We reviewed major geriatric assessment tools for identification of frail patients and summarized clinical studies on frailty and surgical outcomes, as well as prehabilitation or rehabilitation in gastrointestinal tract and hepatobiliary-pancreatic cancers. The integration of preoperative geriatric assessment and prehabilitation of frail patients in clinical practice may improve surgical outcomes. In addition, improving preoperative vulnerability and preventing functional decline after surgery is important in providing favorable long-term survival in patients with gastrointestinal cancer. Further clinical trials are needed to examine the effects of minimally invasive surgery, and chemotherapy in frail patients with gastrointestinal cancer.",[mass quarantine] duplicate of 16991,Search update 2023-11-13,,
18654,"Mou, Q., Gao, M., Liu, X., Wei, C., Lan, G., Zhao, X., Shan, Y., Wu, C..  Preoperative anxiety as an independent predictor of postoperative delirium in older patients undergoing elective surgery for lumbar disc herniation. Aging Clin Exp Res.  2023. 35:85-90","Mou, Q., Gao, M., Liu, X., Wei, C., Lan, G., Zhao, X., Shan, Y., Wu, C.",Preoperative anxiety as an independent predictor of postoperative delirium in older patients undergoing elective surgery for lumbar disc herniation,"BACKGROUND: Anxiety is common in older patients suffering from lumbar disc herniation. Postoperative delirium is related to poor prognosis. But the relationship between preoperative anxiety and postoperative delirium among older patients undergoing elective surgery for lumbar disc herniation is not clear. AIMS: The study aimed to investigate if preoperative anxiety is an independent risk factor of postoperative delirium among older patients undergoing elective surgery for lumbar disc herniation. METHODS: The medical records of 1290 patients undergoing elective surgery for lumbar disc herniation at a single institution from 2016 through 2021 were reviewed. Of 863 eligible patients, 225 (26.1%) patients had been diagnosed with anxiety by a board-certified psychiatrist and constituted the Anxiety group; the remaining 638 patients constituted the no-anxiety group. The demographics, baseline, operative variable and postoperative complications were collected and compared between the two groups. The primary outcome of this study was the incidence of delirium, according to the Diagnostic and Statistical Manual of Mental Disorders-Fifth Edition, during a hospital stay after surgery for lumbar disc herniation. The relationship between anxiety and postoperative delirium was determined through multivariate logistic regression analysis. RESULTS: The demographics and comorbidity were similar between the two groups, except for age, sex, alcohol use and cerebrovascular disease. The operative variables were different between the two groups. The incidence of postoperative complications other than postoperative delirium was also similar between the two groups. In total, 86 patients (9.97%) had an episode of postoperative delirium, with anxiety group patients experiencing approximately a twofold higher rate (15.6% vs 7.99%). In a multivariate logistic regression analysis, anxiety was an independent predictor of postoperative delirium in older patients undergoing elective surgery for lumbar disc herniation (OR 2.228, 95% CI 1.494-3.416, p = 0.009). CONCLUSION: This study suggests that anxiety is an independent risk factor of postoperative delirium among older patients undergoing elective surgery for lumbar disc herniation. Preoperative anxiety assessment can help to identify older patients at high risk of postoperative delirium and facilitate perioperative management of older patients undergoing elective surgery for lumbar disc herniation.",[mass quarantine] duplicate of 16988,Search update 2023-11-13,,
18657,"Murugaiyan, A., Sahoo, A. K., Rao, P. B., Misra, S..  Effect of 5% EMLA Cream on Postoperative Sore Throat in Adults Following General Endotracheal Anesthesia: A Randomized Placebo-Controlled Study. Anesth Analg.  2023. 136:338-345","Murugaiyan, A., Sahoo, A. K., Rao, P. B., Misra, S.",Effect of 5% EMLA Cream on Postoperative Sore Throat in Adults Following General Endotracheal Anesthesia: A Randomized Placebo-Controlled Study,"BACKGROUND: Postoperative sore throat (POST) is a distressing complaint in adults after endotracheal intubation. This study aimed to evaluate the effect of topical application of a eutectic mixture of local anesthetics (EMLA) cream over the endotracheal tube (ETT) cuff on the incidence and severity of POST, cough, and hoarseness of voice in adults after surgery. METHODS: In this randomized, placebo-controlled study, adult patients 18 to 65 years old, in American Society of Anesthesiologists (ASA) physical status I and II, and of either sex were scheduled to receive 5% EMLA cream (intervention arm) or lubricant gel (placebo-controlled arm) applied over the ETT cuff. POST was graded as none (0), mild (1), moderate (2), or severe (3). A score of ≥2 was considered as significant POST. The incidence of POST at the sixth postoperative hour was the primary outcome. Secondary outcomes included the incidence of POST at 0, second, and 24 hours, and the incidence of significant POST (score ≥2). The incidence and severity of postoperative cough and hoarseness of voice were recorded simultaneously. RESULTS: Two hundred and four patients completed the study. The incidence of POST was significantly lower in the EMLA group versus placebo at the sixth postoperative hour (4.9% vs 40.1%; relative risk [RR], 0.12; 95% confidence interval [CI], 0.05-0.29; P < .001); and at 0 hour (74.5% vs 93.1%; RR, 0.8; 95% CI, 0.7-0.9; P < .001) and second hour (51.9% vs 84.3%; RR, 0.61; 95% CI, 0.5-0.75; P < .001) but comparable at 24 hours (1.9% vs 3.9%; RR, 0.5; 95% CI, 0.09-2.67; P = .4). The number needed to treat to prevent POST with EMLA cream application was 5 at 0 hour and 3 at the second and sixth hour. The proportion of patients with significant POST over 24 hours were less in the EMLA group (9.8% vs 43.1%; P < .001). The incidence of postoperative cough and hoarseness of voice was significantly less at the 0, second, and sixth hours in the EMLA group, but comparable at 24 hours. The incidence of severe cough (8.8% vs 31.4%; P < .001) and hoarseness of voice (2% vs 7.4%; P < .001) over 24 hours was less in the EMLA group. CONCLUSIONS: The application of EMLA cream over ETT cuff reduces the incidence and severity of POST, cough, and hoarseness of voice in adults after general anesthesia in the early postoperative period compared to lubricant gel.",[mass quarantine] duplicate of 17028,Search update 2023-11-13,,
18664,"Nakano, M., Futakawa, H., Nogami, S., Kondo, M., Imai, T., Kawaguchi, Y..  A Comparative Clinical Study of Lateral Lumbar Interbody Fusion between Patients with Multiply Operated Back and Patients with First-Time Surgery. Medicina (Kaunas, Lithuania).  2023. 59:#pages#","Nakano, M., Futakawa, H., Nogami, S., Kondo, M., Imai, T., Kawaguchi, Y.",A Comparative Clinical Study of Lateral Lumbar Interbody Fusion between Patients with Multiply Operated Back and Patients with First-Time Surgery,"Background and Objectives: Patients with multiply operated back (MOB) may suffer from persistent lower-back pain associated with back muscle damage and epidural fibrosis following repeated back surgery (Failed Back Spinal Syndrome). Lateral lumbar interbody fusion (LLIF) is considered to be favorable for MOB patients. However, little scientific research has been carried out for this issue due to variety of the pathogenesis. The purpose of this study was to compare the clinical results of MOB patients and first-time surgery patients who underwent LLIF for lumbar spinal stenosis with degenerative scoliosis and/or degenerative spondylolisthesis (spinal instability). Materials and Methods: LLIF was performed for lumbar spinal stenosis with spinal instability in 55 consecutive cases of single hospital (30 males, 25 females, average age: 69). Clinical outcomes were compared between the MOB patient group (MOB group) and the first surgical patient group (F group). We evaluated the Japanese Orthopaedic Association (JOA) scores and JOA Back Pain Evaluation Questionnaire (JOABPEQ) before and 2 years after surgery. MOB patients were defined as those who have had one or more lumbar surgery on the same intervertebral or adjacent vertebrae in the past. Results: There were 20 cases (12 males, 8 females, average age: 71) in MOB group, and 35 cases (19 males, 16 females, average age: 68) in the F group. There was no significant difference between the two groups in terms of age, sex, number of intervertebral fixations, modic change in fused intervertebral end plate, score of brief scale for evaluation of psychiatric problem, lumbar lordosis, and sagittal vertical axis before and after surgery. The preoperative JOA scores averaged 12.5 points in the MOB group and averaged 11.6 points in the F group. The postoperative JOA scores averaged 23.9 points in the MOB group and averaged 24.7 points in the F group. The preoperative JOABPEQ averaged 36.3 points in the MOB group and averaged 35.4 points in the F group. The postoperative average JOA score was 75.4 in the MOB group and 70.2 in the F group. Conclusions: Based on the results, there was no significant difference in clinical outcomes of the two groups, and there was no new residual lower-back pain. Thus, we considered that LLIF one option for patients with MOB.",[mass quarantine] duplicate of 17051,Search update 2023-11-13,,
18665,"Nakatani, S., Ida, M., Uyama, K., Kinugasa, Y., Kawaguchi, M..  Prevalence of pre-operative undiagnosed cognitive impairment and its association with handgrip strength, oral hygiene, and nutritional status in older elective surgical patients in Japan. J Anesth.  2023. 37:64-71","Nakatani, S., Ida, M., Uyama, K., Kinugasa, Y., Kawaguchi, M.","Prevalence of pre-operative undiagnosed cognitive impairment and its association with handgrip strength, oral hygiene, and nutritional status in older elective surgical patients in Japan","PURPOSE: Preoperative cognitive impairment is a significant factor influencing post-operative delirium. We have been performing routine pre-operative comprehensive assessments, including evaluation of cognitive function, handgrip strength, oral hygiene, and nutritional status, in patients aged ≥ 65 years since April 2021. This study aimed to examine the completion rate of pre-operative comprehensive assessment and assess the prevalence of pre-operative undiagnosed cognitive impairment. METHODS: In this prospective observational study including patients aged ≥ 65 years scheduled for elective surgery with general or regional anesthesia, cognitive impairment was defined as a Mini-Cog score ≤ 2, and its associations with handgrip strength, oral hygiene, and nutritional status were evaluated. Oral hygiene and nutritional status were assessed using an oral frailty self-checklist and the Mini Nutritional Assessment-Short Form, respectively. The incidence of pre-operative undiagnosed cognitive impairment was estimated, and its associated factors were explored with multiple logistic regression. RESULTS: Among 331 eligible patients, the completion rate was 97.7% (305/312). The mean age was 74.8 years, and 13.1% (40/305) (95% confidence interval [CI], 9.7-17.3%) of the patients had pre-operative undiagnosed cognitive impairment. Multiple logistic regression revealed that handgrip strength (odds ratio [OR] = 0.94, 95%CI = 0.89-0.99) and oral frailty self-checklist score (OR = 1.19, 95%CI = 1.02-1.40) were associated with pre-operative undiagnosed cognitive impairment, while the Mini Nutritional Assessment-Short Form score was not significantly associated (OR = 0.97, 95%CI = 0.82-1.14). CONCLUSIONS: Preoperative comprehensive assessment was feasible. The prevalence of pre-operative undiagnosed cognitive impairment was 13%, and poor handgrip strength and worse oral hygiene were significantly associated factors.",[mass quarantine] duplicate of 17014,Search update 2023-11-13,,
18669,"Nanjo, K., Ikeda, T., Nagashio, N., Sakai, T., Jinno, T..  Preoperative Predictors of Instrumental Activities of Daily Living Disability in Older Adults 6 Months After Knee Arthroplasty. Arch Phys Med Rehabil.  2023. 104:1260-1267","Nanjo, K., Ikeda, T., Nagashio, N., Sakai, T., Jinno, T.",Preoperative Predictors of Instrumental Activities of Daily Living Disability in Older Adults 6 Months After Knee Arthroplasty,"OBJECTIVE: To investigate preoperative predictors of instrumental activities of daily living (IADL) disability in older adults 6 months after knee arthroplasty (KA). DESIGN: Prospective cohort study. SETTING: General hospital with an orthopedic surgery department. PARTICIPANTS: Two hundred twenty (N=220) patients 65 years or older with total knee arthroplasty (TKA) or unicompartmental knee arthroplasty (UKA). INTERVENTIONS: Not applicable. MAIN OUTCOME MEASURES: IADL status was evaluated for 6 activities. Participants chose ""able,"" ""need help,"" or ""unable"" according to their capacity of executing these IADL. If they chose ""need help"" or ""unable"" for 1 or more items, they were defined as ""disabled."" Their usual gait speed (UGS), range of motion for the knee, isometric knee extension strength (IKES), pain status, depressive symptoms, pain catastrophizing, and self-efficacy were evaluated as predictors. Baseline and follow-up assessments were conducted 1 month before and 6 months after KA, respectively. Logistic regression analyses with IADL status as the dependent variable were performed at follow-up. All models were adjusted using age, sex, severity of the knee deformity, operation type (TKA or UKA), and preoperative IADL status as covariates. RESULTS: In total, 166 patients completed the follow-up assessment, and 83 (50.0%) reported IADL disability 6 months after KA. Preoperative UGS, IKES on the non-operated side, and self-efficacy were statistically significantly different between those with a disability at follow-up and those who did not and were therefore included in logistic regression models as independent variables. UGS (odds ratio, 3.22; 95% CI, 1.38-7.56; P=.007) was determined as a significant independent variable. CONCLUSIONS: The present study demonstrated the importance of evaluating preoperative gait speed to predict the presence of IADL disability in older adults 6 months after KA. Patients with poorer preoperative mobility should be provided careful postoperative care and treatment.",[mass quarantine] duplicate of 16977,Search update 2023-11-13,,
18703,"Pan, R., Li, X., Han, J., Li, Q., Lei, Z., Huang, H., Chen, Y..  Preoperative frailty assessment could be a predictive factor for the prognosis of elderly patients undergoing coronary artery bypass grafting: a retrospective case-control study. BMC Anesthesiol.  2023. 23:63","Pan, R., Li, X., Han, J., Li, Q., Lei, Z., Huang, H., Chen, Y.",Preoperative frailty assessment could be a predictive factor for the prognosis of elderly patients undergoing coronary artery bypass grafting: a retrospective case-control study,"BACKGROUND: Frailty has been considered to be associated with major mortality and increased length of stay after cardiac surgery. This study aimed to explore the predictive potential of frailty assessment in the prognosis of elderly patients undergoing bypass surgery. METHODS: This study assessed the preoperative frailty according to the Fried's frailty phenotype, and included 150 frail and 150 non-frail elderly patients (≥ 65 y) who underwent bypass surgery. The present study evaluated the prognosis of elderly patients based on sequential organ failure assessment (SOFA) score, and collected clinical indicators to construct logistic regression models with the prognosis as the dependent variable, to explore the potential predictive ability of preoperative frailty. Moreover, this study focused on the complications and analyzed the relationship between preoperative frailty and postoperative complications. RESULTS: In the present study, 244 patients were divided into the favorable prognosis group and 56 patients were divided into the unfavorable prognosis group. Logistic regression analysis showed that increased myoglobin and high cardiac function classification were independent risk factors for unfavorable prognosis in elderly patients undergoing bypass surgery. The discrimination of the clinical prediction model was determined by the receiver operating characteristic (ROC) curve, and the area under curve (AUC) was 0.928. After adding preoperative frailty assessment, the AUC was improved to 0.939. This study found a significant correlation between preoperative frailty and postoperative complications, mainly in the circulatory system. CONCLUSION: Preoperative frailty assessment could be a predictive factor for the prognosis of elderly patients undergoing coronary artery bypass grafting. According to our study, frailty assessment and appropriate intervention before bypass surgery may be beneficial to the enhanced recovery after cardiac surgery. TRIAL REGISTRATION: The clinical study was approved by the Medical Ethics Committee of The First Affiliated Hospital of Nanjing Medical University (2021-SR-393). All patients signed an informed consent form.",[mass quarantine] duplicate of 17009,Search update 2023-11-13,,
18719,"Prasad, R., Edwards, J., Newton, P., Gerbasi Rodrigues, T., Curl, C..  Impact of a geriatric assessment and optimisation-based preoperative clinic on the management of older patients receiving dental treatment under general anaesthetic or conscious sedation: A service evaluation. Gerodontology.  2023. 40:192-199","Prasad, R., Edwards, J., Newton, P., Gerbasi Rodrigues, T., Curl, C.",Impact of a geriatric assessment and optimisation-based preoperative clinic on the management of older patients receiving dental treatment under general anaesthetic or conscious sedation: A service evaluation,"OBJECTIVES: The main objectives of the study were to review patient characteristics, recommendations made and treatment outcomes of frail/older patients referred to a specialist multidisciplinary geriatric assessment and optimisation-based preoperative clinic (PROKARE), prior to patients receiving dental treatment under general anaesthesia (GA) or conscious sedation (CS). BACKGROUND: Although the use of preoperative comprehensive geriatric assessment to improve pre/peri and postoperative mortality has been reported for many surgical domains, its use prior to dental surgery has not been reported previously. METHODS: The data were collected retrospectively from the dental notes of 52 patients referred from the Special Care Dental (SCD) Department to the PROKARE service for optimisation prior to dental treatment under GA/CS using a case note study approach. The data extracted included patient demographic characteristics, medical history, clinical management and the treatment outcomes for each patient. The data extracted was analysed with descriptive statistics. RESULTS: Key reasons for referral were caries management, retained roots and poor co-operation. Multiple co-morbidities were noted among the patients referred, with 14 (27%) having four or more co-morbidities. The PROKARE assessment identified issues such as treatment could be carried out under CS instead of GA; consent; and the need for medication change and/or further medical investigations. As per recommendations from PROKARE, 39 patients (75%) received dental treatment while five (10%) did not receive treatment, and a further eight (15%) died prior to treatment. CONCLUSION: Geriatric assessment and optimisation-based preoperative clinics in the dental management of frail, elderly patients having treatment under GA or CS techniques is valuable, but further research and assessment of current service provision are needed to increase the evidence base.",[mass quarantine] duplicate of 11456,Search update 2023-11-13,,
18723,"Qiao, H., Chen, J., Huang, Y., Pan, Y., Lu, W., Huang, Y., Li, W., Shen, X..  Early Neurocognitive Function With Propofol or Desflurane Anesthesia After Laser Laryngeal Surgery With Low Inspired Oxygen. Laryngoscope.  2023. 133:640-646","Qiao, H., Chen, J., Huang, Y., Pan, Y., Lu, W., Huang, Y., Li, W., Shen, X.",Early Neurocognitive Function With Propofol or Desflurane Anesthesia After Laser Laryngeal Surgery With Low Inspired Oxygen,"PURPOSE: The effects of general anesthetics on cognitive impairment are unclear and complicated. Laser laryngeal surgery (LLS) requires the administration of low levels of oxygen, which may increase the risk of desaturation and brain function impairment. This prospective randomized trial aimed to compare the effects of desflurane and propofol-based general anesthesia on the occurrence of early postoperative cognitive decline in elderly patients undergoing LLS. METHODS: Seventy-three patients classified as American Society of Anesthesiologists grade I or II and at least 65 years of age were randomly allocated to receive either desflurane-based (Group D) or propofol-based (Group P) anesthesia during LLS. The standard anesthesia protocol was performed, with a bispectral index between 40 and 60 and a mean arterial pressure within 20% of baseline values. Intraoperative regional oxygen saturation values were recorded. Each patient was assessed using the mini-mental state examination (MMSE) test during the preoperative period (baseline), 30 min after extubation in the postanesthesia care unit, and 1, 3, and 24 h after surgery. RESULTS: MMSE scores improved slightly in both groups compared to baseline during the early postoperative period, but these increases were not statistically significant. No significant differences were identified in MMSE scores between groups. Only three patients (9.6%) in group D and one patient (3.1%) in group P developed cognitive impairment (p = 0.583). CONCLUSION: Low intraoperative inspired oxygen concentration during short-duration LLS did not reduce early postoperative cognitive function in elderly patients. Desflurane or propofol-based anesthesia had similar effects on early neurocognition after LLS. LEVEL OF EVIDENCE: 2 Laryngoscope, 133:640-646, 2023.",[mass quarantine] duplicate of 16931,Search update 2023-11-13,,
18724,"Qu, J. Z., Mueller, A., McKay, T. B., Westover, M. B., Shelton, K. T., Shaefi, S., D'Alessandro, D. A., Berra, L., Brown, E. N., Houle, T. T., Akeju, O..  Nighttime dexmedetomidine for delirium prevention in non-mechanically ventilated patients after cardiac surgery (MINDDS): A single-centre, parallel-arm, randomised, placebo-controlled superiority trial. eClinicalMedicine.  2023. 56:#pages#","Qu, J. Z., Mueller, A., McKay, T. B., Westover, M. B., Shelton, K. T., Shaefi, S., D'Alessandro, D. A., Berra, L., Brown, E. N., Houle, T. T., Akeju, O.","Nighttime dexmedetomidine for delirium prevention in non-mechanically ventilated patients after cardiac surgery (MINDDS): A single-centre, parallel-arm, randomised, placebo-controlled superiority trial","Background: The delirium-sparing effect of nighttime dexmedetomidine has not been studied after surgery. We hypothesised that a nighttime dose of dexmedetomidine would reduce the incidence of postoperative delirium as compared to placebo. Methods: This single-centre, parallel-arm, randomised, placebo-controlled superiority trial evaluated whether a short nighttime dose of intravenous dexmedetomidine (1 μg/kg over 40 min) would reduce the incidence of postoperative delirium in patients 60 years of age or older undergoing elective cardiac surgery with cardiopulmonary bypass. Patients were randomised to receive dexmedetomidine or placebo in a 1:1 ratio. The primary outcome was delirium on postoperative day one. Secondary outcomes included delirium within three days of surgery, 30-, 90-, and 180-day abbreviated Montreal Cognitive Assessment scores, Patient Reported Outcome Measures Information System quality of life scores, and all-cause mortality. The study was registered as NCT02856594 on ClinicalTrials.gov on August 5, 2016, before the enrolment of any participants. Findings: Of 469 patients that underwent randomisation to placebo (n = 235) or dexmedetomidine (n = 234), 75 met a prespecified drop criterion before the study intervention. Thus, 394 participants (188 dexmedetomidine; 206 placebo) were analysed in the modified intention-to-treat cohort (median age 69 [IQR 64, 74] years; 73.1% male [n = 288]; 26·9% female [n = 106]). Postoperative delirium status on day one was missing for 30 (7.6%) patients. Among those in whom it could be assessed, the primary outcome occurred in 5 of 175 patients (2.9%) in the dexmedetomidine group and 16 of 189 patients (8.5%) in the placebo group (OR 0.32, 95% CI: 0.10–0.83; P = 0.029). A non-significant but higher proportion of participants experienced delirium within three days postoperatively in the placebo group (25/177; 14.1%) compared to the dexmedetomidine group (14/160; 8.8%; OR 0.58; 95% CI, 0.28–1.15). No significant differences between groups were observed in secondary outcomes or safety. Interpretation: Our findings suggested that in elderly cardiac surgery patients with a low baseline risk of postoperative delirium and extubated within 12 h of ICU admission, a short nighttime dose of dexmedetomidine decreased the incidence of delirium on postoperative day one. Although non-statistically significant, our findings also suggested a clinical meaningful difference in the three-day incidence of postoperative delirium. Funding:National Institute on Aging (R01AG053582).",[mass quarantine] duplicate of 17019,Search update 2023-11-13,,
18726,"Rabelo, L. G., Bjornsdottir, A., Jonsdottir, A. B., Einarsson, S. G., Karason, S., Sigurdsson, M. I..  Frailty assessment tools and associated postoperative outcomes in older patients undergoing elective surgery: A prospective pilot study. Acta Anaesthesiol Scand.  2023. 67:150-158","Rabelo, L. G., Bjornsdottir, A., Jonsdottir, A. B., Einarsson, S. G., Karason, S., Sigurdsson, M. I.",Frailty assessment tools and associated postoperative outcomes in older patients undergoing elective surgery: A prospective pilot study,"BACKGROUND: There is a need for a feasible tool to assess the risk of frailty prior to surgery. We aimed to identify the ratio of abnormal results for three clinically applicable screening tools to assess the risk of frailty, and their association with adverse outcomes in a cohort of elderly surgical patients. METHODS: In this prospective pilot study, patients ≥65 years undergoing preoperative evaluation for elective surgery were included and subjected to three frailty screening tests; Program of Research to Integrate Services for the Maintenance of Autonomy 7-item questionnaire (PRISMA7), Timed Up and Go (TUG), and Clock Drawing Test (CDT). The primary outcome was the incidence of abnormal testing, and secondary outcomes were the association between abnormal tests and mortality, readmission, delirium, surgical complications and non-home discharge. RESULTS: Out of 99 patients, 41%, 37%, and 43% had abnormal PRISMA7, TUG, and CDT screening, respectively. Postoperative delirium was more likely to occur in patients with abnormal TUG screening (19% vs. 3%, p = .011) and CDT (17% vs. 2%, p = .019). When analyzing screening tool combinations, patients with abnormal PRISMA7 and TUG had a higher rate of non-home discharge (38% vs. 17%, p = .029); and patients with abnormal TUG and CDT had a higher rate of postoperative delirium (25% vs. 3%, p = .006) and any surgical complication (58% vs. 38%, p = .037); and patients with abnormal results from all three tools had a higher rate of postoperative delirium (21% vs. 5%, p = .045) and non-home discharge (42% vs. 18%, p = .034). CONCLUSION: Approximately 40% of elderly surgical patients have abnormal PRISMA7, TUG, and CDT screening tests for frailty, and they are associated individually or in combination with increased risk of adverse postoperative outcomes. The results will aid in designing studies to further risk-stratify patients at risk of frailty and attempt to modify associated outcomes.",[mass quarantine] duplicate of 16975,Search update 2023-11-13,,
18728,"Ragheb, J., Norcott, A. E., Iskander, M., Brooks, J., McKinney, A., Mentz, G., Vlisides, P. E..  Anesthetic Practice Trends and Perceptions Toward Postoperative Delirium: A Mixed-Methods Analysis. Anesth Analg.  2023. 136:130-139","Ragheb, J., Norcott, A. E., Iskander, M., Brooks, J., McKinney, A., Mentz, G., Vlisides, P. E.",Anesthetic Practice Trends and Perceptions Toward Postoperative Delirium: A Mixed-Methods Analysis,"BACKGROUND: Delirium is the most common postoperative complication in older adults, though anesthesiologist awareness of delirium prevention guidelines-and associated practice trends-remains unknown. METHODS: This was a convergent mixed-methods study, which simultaneously analyzed quantitative and qualitative data to determine delirium guideline awareness among anesthesiologists and practice patterns based on guideline recommendations. Quantitative data were abstracted from the Multicenter Perioperative Outcomes Group database for noncardiac surgery patients (2009-2020) aged 65 years and older. Linear trends were reported for select guideline-based delirium prevention recommendations via regression modeling. Anesthesiologists (n = 40) from a major academic center without a structured delirium reduction program on hospital wards were then surveyed regarding knowledge and practices with respect to postoperative delirium. For qualitative data, 3 focus groups were held to further discuss guideline awareness and identify challenges with delirium prevention. RESULTS: Quantitative results demonstrated a significant decline in the proportion of cases with midazolam between 2009 and 2020, with the largest decrease observed with urologic surgeries (-3.9%/y; 95% confidence interval [CI], -4.2 to -3.6; P < .001). Use of regional anesthesia increased over this period, particularly with gynecologic surgeries (+2.3%/y; 95% CI, 1.2-3.4; P = .001). Anesthesiologist survey results revealed variable guideline awareness, as 21 of 39 (54%) respondents reported being aware of guidelines for anesthetic management of older adults. Importantly, unawareness of delirium management guidelines was the most frequently cited challenge (17 of 37, 46%) when caring for older adults. Finally, focus group participants were largely unaware of postoperative delirium guidelines. However, participants conveyed key barriers to delirium identification and prevention, including the unclear pathophysiology, nonmodifiable risk factors, and system-based hospital challenges. Participants also expressed a desire for decision-support systems, integrated within the perioperative workflow, that provide evidence-based recommendations for reducing delirium risk. CONCLUSIONS: Perioperative practice trends are indicative of an improving environment for postoperative delirium. However, delirium guideline awareness remains variable among anesthesiologists, and key barriers continue to exist for identifying and preventing postoperative delirium.",[mass quarantine] duplicate of 11318,Search update 2023-11-13,,
18742,"Rengel, K. F., Wahl, L. A., Sharma, A., Lee, H., Hayhurst, C. J..  Delirium Prevention and Management in Frail Surgical Patients. Anesthesiol Clin.  2023. 41:175-189","Rengel, K. F., Wahl, L. A., Sharma, A., Lee, H., Hayhurst, C. J.",Delirium Prevention and Management in Frail Surgical Patients,"Delirium, an acute, fluctuating impairment in cognition and awareness, is one of the most common causes of postoperative brain dysfunction. It is associated with increased hospital length of stay, health care costs, and mortality. There is no FDA-approved treatment of delirium, and management relies on symptomatic control. Several preventative techniques have been proposed, including the choice of anesthetic agent, preoperative testing, and intraoperative monitoring. Frailty, a state of increased vulnerability to adverse events, is an independent and potentially modifiable risk factor for the development of delirium. Diligent preoperative screening techniques and implementation of prevention strategies could help improve outcomes in high-risk patients.",[mass quarantine] duplicate of 16837,Search update 2023-11-13,,
